-79.97333527,-10663.45215
-79.9466629,-10671.99707
-79.91999817,-10668.33496
-79.89333344,-10673.21777
-79.8666687,-10666.50391
-79.83999634,-10651.85547
-79.8133316,-10644.53125
-79.78666687,-10662.23145
-79.76000214,-10667.11426
-79.73332977,-10627.44141
-79.70666504,-10661.62109
-79.68000031,-10606.0791
-79.65333557,-10624.38965
-79.62666321,-10634.15527
-79.59999847,-10635.98633
-79.57333374,-10615.84473
-79.54666901,-10608.52051
-79.51999664,-10627.44141
-79.49333191,-10614.01367
-79.46666718,-10592.65137
-79.44000244,-10618.89648
-79.41333008,-10611.57227
-79.38666534,-10581.66504
-79.36000061,-10589.59961
-79.33333588,-10580.44434
-79.30666351,-10588.37891
-79.27999878,-10592.04102
-79.25333405,-10576.78223
-79.22666931,-10576.78223
-79.19999695,-10581.05469
-79.17333221,-10540.16113
-79.14666748,-10588.98926
-79.12000275,-10570.67871
-79.09333038,-10565.18555
-79.06666565,-10559.69238
-79.04000092,-10571.28906
-79.01333618,-10556.64063
-78.98666382,-10538.94043
-78.95999908,-10502.92969
-78.93333435,-10538.33008
-78.90666962,-10521.85059
-78.87999725,-10497.43652
-78.85333252,-10502.31934
-78.82666779,-10512.08496
-78.80000305,-10509.64355
-78.77333069,-10502.92969
-78.74666595,-10505.98145
-78.72000122,-10513.91602
-78.69333649,-10500.48828
-78.66666412,-10489.50195
-78.63999939,-10483.39844
-78.61333466,-10485.83984
-78.58666992,-10466.91895
-78.55999756,-10498.04688
-78.53333282,-10479.12598
-78.50666809,-10476.07422
-78.48000336,-10471.19141
-78.45333099,-10473.63281
-78.42666626,-10480.95703
-78.40000153,-10466.30859
-78.37333679,-10458.37402
-78.34666443,-10463.86719
-78.31999969,-10413.20801
-78.29333496,-10449.8291
-78.26667023,-10457.15332
-78.23999786,-10443.11523
-78.21333313,-10449.8291
-78.1866684,-10437.01172
-78.16000366,-10443.72559
-78.1333313,-10450.43945
-78.10666656,-10424.80469
-78.08000183,-10422.97363
-78.0533371,-10413.81836
-78.02666473,-10433.34961
-78,-10386.35254
-77.97333527,-10422.36328
-77.9466629,-10405.88379
-77.91999817,-10399.16992
-77.89333344,-10405.88379
-77.8666687,-10386.96289
-77.83999634,-10377.80762
-77.8133316,-10410.7666
-77.78666687,-10363.76953
-77.76000214,-10357.05566
-77.73332977,-10354.61426
-77.70666504,-10389.4043
-77.68000031,-10377.80762
-77.65333557,-10372.9248
-77.62666321,-10410.15625
-77.59999847,-10366.21094
-77.57333374,-10357.66602
-77.54666901,-10366.21094
-77.51999664,-10360.71777
-77.49333191,-10349.73145
-77.46666718,-10311.88965
-77.44000244,-10332.03125
-77.41333008,-10328.97949
-77.38666534,-10312.5
-77.36000061,-10321.04492
-77.33333588,-10328.36914
-77.30666351,-10295.41016
-77.27999878,-10297.24121
-77.25333405,-10305.17578
-77.22666931,-10286.25488
-77.19999695,-10289.30664
-77.17333221,-10291.74805
-77.14666748,-10265.50293
-77.12000275,-10286.86523
-77.09333038,-10303.34473
-77.06666565,-10280.15137
-77.04000092,-10280.76172
-77.01333618,-10296.02051
-76.98666382,-10264.28223
-76.95999908,-10263.67188
-76.93333435,-10266.72363
-76.90666962,-10253.90625
-76.87999725,-10240.47852
-76.85333252,-10237.42676
-76.82666779,-10230.10254
-76.80000305,-10222.77832
-76.77333069,-10236.81641
-76.74666595,-10226.44043
-76.72000122,-10212.40234
-76.69333649,-10241.69922
-76.66666412,-10219.11621
-76.63999939,-10216.06445
-76.61333466,-10217.89551
-76.58666992,-10225.83008
-76.55999756,-10211.18164
-76.53333282,-10210.57129
-76.50666809,-10207.51953
-76.48000336,-10211.79199
-76.45333099,-10200.19531
-76.42666626,-10205.07813
-76.40000153,-10200.80566
-76.37333679,-10191.65039
-76.34666443,-10188.59863
-76.31999969,-10178.83301
-76.29333496,-10164.18457
-76.26667023,-10147.09473
-76.23999786,-10166.62598
-76.21333313,-10181.88477
-76.1866684,-10170.28809
-76.16000366,-10167.84668
-76.1333313,-10178.22266
-76.10666656,-10143.43262
-76.08000183,-10147.09473
-76.0533371,-10173.9502
-76.02666473,-10156.25
-76,-10161.74316
-75.97333527,-10157.4707
-75.9466629,-10154.41895
-75.91999817,-10123.90137
